SUBMISSION_DATETIME,FORM_TYPE,VP_REGION_NAME,DF_MARKET_NAME,LOCATION_NAME,CLASS,FIELD_INTELLIGENCE_TRANSLATED,TMO_NAME,PRODUCT_CATEGORY_NAME,PMI_PRODUCT_NAME,BRAND_NAME,BRAND_NAME_FROM,BRAND_NAME_TO
2024-08-15 00:00:00,BRAND_SOURCING,Africa,Japan,Location_B,Availability,Customer satisfaction high with recent product improvements,,Heated Tobacco,,,Brand_Z,Marlboro
2023-10-16 00:00:00,CROSS_CATEGORY,Latin America,USA,Location_C,Availability,Competitive pricing pressure in premium segment,,Traditional,,,,
2023-12-29 00:00:00,INFRA_MAINTENANCE,North America,South Africa,Location_B,Service,Strong consumer interest in new heated tobacco category,,Accessories,,,,
2023-01-07 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Italy,Location_A,Availability,Price sensitivity observed among younger demographics,,Heated Tobacco,,,,
2024-11-02 00:00:00,CROSS_CATEGORY,Africa,France,Location_G,Product Quality,Competitor promotion impacting market share,,Heated Tobacco,,,,
2024-12-18 00:00:00,INFRA_MAINTENANCE,Africa,France,Location_B,Competition,Consumer switching behavior analysis shows retention improvement,,E-Cigarettes,,,,
2023-04-23 00:00:00,CONSUMER_FEEDBACK,North America,Australia,Location_G,Product Quality,Distribution challenges in remote locations,,E-Cigarettes,Marlboro,,,
2024-02-18 00:00:00,BRAND_SOURCING,North America,Germany,Location_G,Service,Retail partner feedback on product performance,,Nicotine Pouches,,,Brand_B,IQOS
2024-04-28 00:00:00,BRAND_SOURCING,Latin America,USA,Location_D,Regulatory,New product category showing strong adoption,,Heated Tobacco,,,Competitor_1,PMI_Brand_1
2023-01-22 00:00:00,BRAND_SOURCING,Asia Pacific,Germany,Location_B,Regulatory,Retail partner feedback on product performance,,Nicotine Pouches,,,Brand_A,IQOS
2023-08-15 00:00:00,TOBACCO_CATEGORY,Africa,France,Location_E,Availability,Customer reported price increase concern affecting purchase decisions,TMO_Gamma,E-Cigarettes,,PMI_Brand_3,,
2024-06-21 00:00:00,BRAND_SOURCING,Europe,Brazil,Location_A,Availability,Distribution challenges in remote locations,,Traditional,,,Competitor_2,Marlboro
2023-06-06 00:00:00,CROSS_CATEGORY,Latin America,Germany,Location_G,Regulatory,Consumer preference shift towards premium products,,E-Cigarettes,,,,
2024-06-22 00:00:00,CROSS_CATEGORY,North America,Australia,Location_D,Competition,Retail partner feedback on product performance,,Nicotine Pouches,,,,
2023-03-25 00:00:00,CROSS_CATEGORY,North America,South Africa,Location_C,Availability,Customer reported price increase concern affecting purchase decisions,,Heated Tobacco,,,,
2024-06-10 00:00:00,BRAND_SOURCING,Africa,Japan,Location_H,Pricing,Positive brand perception following marketing campaign,,Heated Tobacco,,,Competitor_2,IQOS
2023-07-27 00:00:00,CROSS_CATEGORY,Latin America,Canada,Location_A,Competition,Customer satisfaction high with recent product improvements,,E-Cigarettes,,,,
2024-11-16 00:00:00,BRAND_SOURCING,Latin America,France,Location_C,Competition,Positive brand perception following marketing campaign,,Nicotine Pouches,,,Brand_A,PMI_Brand_2
2024-07-11 00:00:00,CONSUMER_FEEDBACK,North America,Brazil,Location_D,Pricing,Strong consumer interest in new heated tobacco category,,Traditional,Parliament,,,
2024-12-26 00:00:00,INFRA_MAINTENANCE,Africa,Germany,Location_H,Availability,Distribution challenges in remote locations,,Traditional,,,,
2023-03-13 00:00:00,INFRA_MAINTENANCE,Europe,Germany,Location_F,Consumer Behavior,Strong consumer interest in new heated tobacco category,,E-Cigarettes,,,,
2023-10-28 00:00:00,CONSUMER_FEEDBACK,North America,UK,Location_A,Availability,Market research indicates growth opportunity,,Traditional,IQOS,,,
2024-08-10 00:00:00,CONSUMER_FEEDBACK,Latin America,Brazil,Location_A,Product Quality,Customer satisfaction high with recent product improvements,,Heated Tobacco,Parliament,,,
2023-01-02 00:00:00,CONSUMER_FEEDBACK,North America,Canada,Location_E,Regulatory,Customer reported price increase concern affecting purchase decisions,,Nicotine Pouches,Parliament,,,
2024-10-27 00:00:00,BRAND_SOURCING,Europe,Italy,Location_B,Consumer Behavior,Positive feedback on new product launch in the region,,Heated Tobacco,,,Competitor_2,IQOS
2023-11-01 00:00:00,CROSS_CATEGORY,Africa,Japan,Location_C,Regulatory,Market expansion opportunities identified in urban areas,,Traditional,,,,
2023-12-25 00:00:00,CONSUMER_FEEDBACK,Europe,Australia,Location_H,Product Quality,Consumer preference shift towards premium products,,E-Cigarettes,Marlboro,,,
2023-03-25 00:00:00,TOBACCO_CATEGORY,Europe,UK,Location_B,Consumer Behavior,Stock shortage observed for premium product line,TMO_Alpha,Accessories,,PMI_Brand_3,,
2023-01-14 00:00:00,CROSS_CATEGORY,Europe,UK,Location_D,Consumer Behavior,Positive brand perception following marketing campaign,,Nicotine Pouches,,,,
2024-06-20 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Italy,Location_C,Consumer Behavior,Consumer switching behavior analysis shows retention improvement,,Accessories,,,,
2024-11-15 00:00:00,INFRA_MAINTENANCE,Africa,France,Location_H,Availability,Positive brand perception following marketing campaign,,Heated Tobacco,,,,
2024-12-23 00:00:00,INFRA_MAINTENANCE,North America,Japan,Location_D,Product Quality,Market research indicates growth opportunity,,E-Cigarettes,,,,
2024-03-20 00:00:00,INFRA_MAINTENANCE,North America,France,Location_D,Pricing,Consumer preference shift towards premium products,,Nicotine Pouches,,,,
2024-05-30 00:00:00,TOBACCO_CATEGORY,Latin America,Brazil,Location_D,Product Quality,New product category showing strong adoption,TMO_Gamma,Traditional,,Brand_A,,
2023-09-07 00:00:00,INFRA_MAINTENANCE,Europe,Brazil,Location_B,Consumer Behavior,Positive feedback on new product launch in the region,,Accessories,,,,
2023-10-22 00:00:00,BRAND_SOURCING,Asia Pacific,Japan,Location_B,Regulatory,Positive brand perception following marketing campaign,,E-Cigarettes,,,Brand_B,PMI_Brand_2
2024-07-05 00:00:00,INFRA_MAINTENANCE,North America,Japan,Location_B,Service,Competitive pricing pressure in premium segment,,Heated Tobacco,,,,
2024-06-09 00:00:00,BRAND_SOURCING,Africa,South Africa,Location_F,Competition,Market expansion opportunities identified in urban areas,,Accessories,,,Brand_B,PMI_Brand_1
2023-03-25 00:00:00,BRAND_SOURCING,North America,Canada,Location_A,Service,Positive feedback on new product launch in the region,,E-Cigarettes,,,Brand_B,Marlboro
2024-03-24 00:00:00,TOBACCO_CATEGORY,Latin America,France,Location_G,Consumer Behavior,Product availability issues during peak season,TMO_Beta,E-Cigarettes,,Competitor_1,,
2023-09-27 00:00:00,BRAND_SOURCING,Africa,Italy,Location_D,Regulatory,Market expansion opportunities identified in urban areas,,Traditional,,,Brand_B,IQOS
2024-11-13 00:00:00,TOBACCO_CATEGORY,North America,Canada,Location_H,Regulatory,Consumer preference shift towards premium products,TMO_Delta,Traditional,,IQOS,,
2024-11-17 00:00:00,INFRA_MAINTENANCE,Latin America,South Africa,Location_A,Pricing,Positive brand perception following marketing campaign,,Accessories,,,,
2024-01-02 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Brazil,Location_B,Regulatory,Positive feedback on new product launch in the region,TMO_Alpha,Nicotine Pouches,,Brand_A,,
2023-10-09 00:00:00,INFRA_MAINTENANCE,North America,France,Location_C,Regulatory,Service quality issues reported at retail locations,,Nicotine Pouches,,,,
2023-02-28 00:00:00,INFRA_MAINTENANCE,North America,USA,Location_C,Regulatory,Positive brand perception following marketing campaign,,Heated Tobacco,,,,
2023-10-03 00:00:00,INFRA_MAINTENANCE,Europe,Australia,Location_C,Availability,Positive feedback on new product launch in the region,,Traditional,,,,
2023-11-02 00:00:00,INFRA_MAINTENANCE,North America,France,Location_G,Consumer Behavior,Product availability issues during peak season,,Heated Tobacco,,,,
2024-03-03 00:00:00,TOBACCO_CATEGORY,Africa,Brazil,Location_H,Product Quality,Price sensitivity observed among younger demographics,TMO_Delta,Heated Tobacco,,Brand_B,,
2023-05-09 00:00:00,INFRA_MAINTENANCE,Africa,UK,Location_G,Product Quality,Customer reported price increase concern affecting purchase decisions,,Heated Tobacco,,,,
2024-03-02 00:00:00,BRAND_SOURCING,Europe,Germany,Location_A,Product Quality,Customer satisfaction high with recent product improvements,,Traditional,,,Brand_A,PMI_Brand_3
2023-12-11 00:00:00,TOBACCO_CATEGORY,North America,USA,Location_C,Consumer Behavior,Competitive pricing pressure in premium segment,TMO_Epsilon,Nicotine Pouches,,PMI_Brand_2,,
2024-08-24 00:00:00,TOBACCO_CATEGORY,Europe,Germany,Location_H,Regulatory,Market expansion opportunities identified in urban areas,TMO_Alpha,Traditional,,PMI_Brand_2,,
2024-11-18 00:00:00,INFRA_MAINTENANCE,North America,South Africa,Location_E,Consumer Behavior,Market expansion opportunities identified in urban areas,,E-Cigarettes,,,,
2023-11-20 00:00:00,BRAND_SOURCING,Africa,UK,Location_F,Service,Strong consumer interest in new heated tobacco category,,E-Cigarettes,,,Competitor_1,PMI_Brand_2
2024-08-16 00:00:00,INFRA_MAINTENANCE,North America,France,Location_C,Competition,Product availability issues during peak season,,Traditional,,,,
2023-12-10 00:00:00,CONSUMER_FEEDBACK,Africa,USA,Location_D,Product Quality,Regulatory changes affecting product availability,,Nicotine Pouches,Marlboro,,,
2024-08-27 00:00:00,CONSUMER_FEEDBACK,North America,USA,Location_H,Pricing,Stock shortage observed for premium product line,,Accessories,HEETS,,,
2023-09-24 00:00:00,CROSS_CATEGORY,Europe,Germany,Location_F,Pricing,Stock shortage observed for premium product line,,Nicotine Pouches,,,,
2023-11-24 00:00:00,BRAND_SOURCING,Latin America,South Africa,Location_E,Product Quality,Positive brand perception following marketing campaign,,Nicotine Pouches,,,Brand_Y,Marlboro
2023-10-27 00:00:00,TOBACCO_CATEGORY,Asia Pacific,France,Location_F,Regulatory,Service training needs identified for retail staff,TMO_Delta,E-Cigarettes,,IQOS,,
2023-01-21 00:00:00,CROSS_CATEGORY,Africa,Canada,Location_D,Availability,Market research indicates growth opportunity,,Accessories,,,,
2023-05-21 00:00:00,CROSS_CATEGORY,Europe,Brazil,Location_H,Competition,Consumer preference shift towards premium products,,E-Cigarettes,,,,
2024-10-30 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Australia,Location_H,Product Quality,Competitor promotion impacting market share,TMO_Beta,Heated Tobacco,,Brand_X,,
2024-08-11 00:00:00,TOBACCO_CATEGORY,Europe,Canada,Location_F,Availability,Regulatory changes affecting product availability,TMO_Delta,Heated Tobacco,,Competitor_2,,
2023-06-08 00:00:00,CONSUMER_FEEDBACK,Europe,Italy,Location_H,Service,Consumer preference shift towards premium products,,Accessories,IQOS,,,
2023-06-21 00:00:00,INFRA_MAINTENANCE,Europe,France,Location_F,Regulatory,Market expansion opportunities identified in urban areas,,Heated Tobacco,,,,
2024-06-04 00:00:00,BRAND_SOURCING,Europe,Canada,Location_E,Product Quality,Customer satisfaction high with recent product improvements,,Traditional,,,Brand_Y,PMI_Brand_3
2023-10-20 00:00:00,TOBACCO_CATEGORY,Europe,Australia,Location_C,Service,Regulatory changes affecting product availability,TMO_Beta,Traditional,,Brand_Y,,
2024-11-06 00:00:00,BRAND_SOURCING,North America,France,Location_B,Competition,Retail partner feedback on product performance,,Traditional,,,Brand_Z,IQOS
2023-08-14 00:00:00,CONSUMER_FEEDBACK,Africa,USA,Location_F,Competition,Retail partner feedback on product performance,,E-Cigarettes,Parliament,,,
2024-03-30 00:00:00,CROSS_CATEGORY,Europe,Canada,Location_F,Competition,Positive feedback on new product launch in the region,,E-Cigarettes,,,,
2023-09-20 00:00:00,INFRA_MAINTENANCE,Europe,Japan,Location_B,Regulatory,Regulatory changes affecting product availability,,Traditional,,,,
2024-04-03 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Brazil,Location_B,Regulatory,Price sensitivity observed among younger demographics,TMO_Epsilon,Accessories,,PMI_Brand_1,,
2023-12-19 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Canada,Location_H,Pricing,Strong consumer interest in new heated tobacco category,TMO_Alpha,Accessories,,Brand_X,,
2024-10-03 00:00:00,TOBACCO_CATEGORY,Africa,South Africa,Location_H,Regulatory,Customer satisfaction high with recent product improvements,TMO_Beta,E-Cigarettes,,Competitor_1,,
2024-01-16 00:00:00,BRAND_SOURCING,Asia Pacific,UK,Location_F,Product Quality,Positive brand perception following marketing campaign,,Heated Tobacco,,,Competitor_1,PMI_Brand_1
2023-12-20 00:00:00,TOBACCO_CATEGORY,Latin America,Italy,Location_D,Competition,Distribution challenges in remote locations,TMO_Epsilon,Traditional,,Competitor_2,,
2023-07-27 00:00:00,BRAND_SOURCING,North America,France,Location_H,Service,New product category showing strong adoption,,Accessories,,,Brand_A,PMI_Brand_3
2024-10-17 00:00:00,INFRA_MAINTENANCE,Latin America,Japan,Location_H,Regulatory,Service quality issues reported at retail locations,,Accessories,,,,
2023-09-05 00:00:00,TOBACCO_CATEGORY,North America,Canada,Location_F,Competition,Consumer preference shift towards premium products,TMO_Beta,Traditional,,Brand_B,,
2024-04-04 00:00:00,TOBACCO_CATEGORY,Europe,Brazil,Location_A,Consumer Behavior,Service training needs identified for retail staff,TMO_Epsilon,Heated Tobacco,,PMI_Brand_2,,
2023-12-07 00:00:00,BRAND_SOURCING,Asia Pacific,Canada,Location_A,Pricing,Product availability issues during peak season,,E-Cigarettes,,,Brand_A,PMI_Brand_2
2023-07-15 00:00:00,BRAND_SOURCING,Asia Pacific,UK,Location_C,Consumer Behavior,Service quality issues reported at retail locations,,Accessories,,,Brand_Y,IQOS
2023-08-27 00:00:00,CONSUMER_FEEDBACK,Europe,UK,Location_B,Competition,Stock shortage observed for premium product line,,Heated Tobacco,Marlboro,,,
2023-01-07 00:00:00,TOBACCO_CATEGORY,North America,South Africa,Location_C,Product Quality,Positive feedback on new product launch in the region,TMO_Gamma,Heated Tobacco,,Brand_A,,
2023-09-23 00:00:00,CONSUMER_FEEDBACK,Europe,Canada,Location_E,Regulatory,Customer reported price increase concern affecting purchase decisions,,Accessories,IQOS,,,
2023-04-20 00:00:00,INFRA_MAINTENANCE,Latin America,Japan,Location_C,Pricing,Strong consumer interest in new heated tobacco category,,Traditional,,,,
2024-10-14 00:00:00,INFRA_MAINTENANCE,Europe,Australia,Location_E,Product Quality,Competitor promotion impacting market share,,Traditional,,,,
2023-03-20 00:00:00,TOBACCO_CATEGORY,Africa,Brazil,Location_B,Competition,Strong consumer interest in new heated tobacco category,TMO_Epsilon,E-Cigarettes,,Brand_Y,,
2023-03-01 00:00:00,CROSS_CATEGORY,Asia Pacific,South Africa,Location_C,Product Quality,Price sensitivity observed among younger demographics,,Traditional,,,,
2024-10-03 00:00:00,CROSS_CATEGORY,Europe,Australia,Location_G,Pricing,Market research indicates growth opportunity,,Traditional,,,,
2023-04-09 00:00:00,INFRA_MAINTENANCE,North America,Japan,Location_G,Service,Customer reported price increase concern affecting purchase decisions,,Accessories,,,,
2024-09-06 00:00:00,CONSUMER_FEEDBACK,Africa,France,Location_D,Service,Consumer preference shift towards premium products,,Accessories,Parliament,,,
2024-02-26 00:00:00,BRAND_SOURCING,Africa,Brazil,Location_G,Regulatory,Stock shortage observed for premium product line,,E-Cigarettes,,,Brand_A,Marlboro
2024-08-20 00:00:00,INFRA_MAINTENANCE,Europe,South Africa,Location_F,Regulatory,Retail partner feedback on product performance,,Nicotine Pouches,,,,
2024-10-11 00:00:00,BRAND_SOURCING,Africa,USA,Location_E,Competition,Service training needs identified for retail staff,,Nicotine Pouches,,,Brand_B,Marlboro
2023-12-04 00:00:00,INFRA_MAINTENANCE,Africa,Brazil,Location_A,Availability,New product category showing strong adoption,,Accessories,,,,
2024-01-30 00:00:00,INFRA_MAINTENANCE,Latin America,France,Location_E,Product Quality,Competitor promotion impacting market share,,Heated Tobacco,,,,
2024-07-17 00:00:00,TOBACCO_CATEGORY,Europe,Australia,Location_C,Pricing,Consumer preference shift towards premium products,TMO_Epsilon,Heated Tobacco,,Brand_B,,
2024-07-07 00:00:00,INFRA_MAINTENANCE,North America,Canada,Location_H,Pricing,Market expansion opportunities identified in urban areas,,Traditional,,,,
2023-05-09 00:00:00,BRAND_SOURCING,Latin America,USA,Location_B,Product Quality,Customer satisfaction high with recent product improvements,,Nicotine Pouches,,,Brand_A,PMI_Brand_3
2024-12-26 00:00:00,CONSUMER_FEEDBACK,North America,France,Location_H,Competition,Market research indicates growth opportunity,,Nicotine Pouches,Parliament,,,
2024-03-24 00:00:00,INFRA_MAINTENANCE,Africa,Australia,Location_A,Consumer Behavior,Product availability issues during peak season,,Traditional,,,,
2024-09-12 00:00:00,CROSS_CATEGORY,Asia Pacific,Australia,Location_A,Competition,Consumer preference shift towards premium products,,Nicotine Pouches,,,,
2023-08-20 00:00:00,BRAND_SOURCING,Latin America,Brazil,Location_G,Availability,Regulatory changes affecting product availability,,E-Cigarettes,,,Brand_A,PMI_Brand_3
2024-05-05 00:00:00,BRAND_SOURCING,Africa,South Africa,Location_F,Regulatory,Customer satisfaction high with recent product improvements,,Heated Tobacco,,,Competitor_1,IQOS
2023-12-03 00:00:00,CONSUMER_FEEDBACK,North America,Germany,Location_G,Product Quality,Stock shortage observed for premium product line,,Traditional,Parliament,,,
2024-01-17 00:00:00,TOBACCO_CATEGORY,North America,Canada,Location_A,Product Quality,Service training needs identified for retail staff,TMO_Beta,Nicotine Pouches,,Brand_A,,
2024-10-13 00:00:00,CROSS_CATEGORY,Europe,UK,Location_E,Competition,Competitive pricing pressure in premium segment,,Accessories,,,,
2023-08-14 00:00:00,CROSS_CATEGORY,Europe,USA,Location_H,Product Quality,Market expansion opportunities identified in urban areas,,Traditional,,,,
